"","road","unit","transect","point","year","date","species","time_int","distance","dist_cat","flyover","display","count","id"
"928","TELL","T5","T13",11,2021,"20-May-21","ATSP",2,NA,101,"N","",1,"TELL_T5_T13_11"
"929","TELL","T5","T13",11,2021,"20-May-21","FOSP",2,NA,1,"N","",1,"TELL_T5_T13_11"
"930","TELL","T5","T13",11,2021,"20-May-21","WCSP",2,NA,1,"N","",1,"TELL_T5_T13_11"
"931","TELL","T5","T13",11,2021,"20-May-21","GCSP",2,NA,1,"N","",1,"TELL_T5_T13_11"
"932","TELL","T5","T13",11,2021,"20-May-21","WIPT",3,400,NA,"N","",1,"TELL_T5_T13_11"
"933","TELL","T5","T13",11,2021,"20-May-21","FOSP",4,NA,101,"N","",1,"TELL_T5_T13_11"
"934","TELL","T5","T13",11,2021,"20-May-21","GCSP",4,NA,101,"N","",1,"TELL_T5_T13_11"
"935","TELL","T5","T13",11,2021,"20-May-21","ATSP",4,NA,101,"N","",1,"TELL_T5_T13_11"
"936","TELL","T5","T13",11,2021,"20-May-21","WIPT",4,200,NA,"N","",1,"TELL_T5_T13_11"
"937","TELL","T5","T13",11,2021,"20-May-21","WIPT",5,200,NA,"N","",1,"TELL_T5_T13_11"
"938","TELL","T5","T13",11,2021,"20-May-21","AMRO",5,91,NA,"N","",1,"TELL_T5_T13_11"
"939","TELL","T5","T13",11,2021,"20-May-21","ATSP",7,NA,1,"N","",1,"TELL_T5_T13_11"
"940","TELL","T5","T13",11,2021,"20-May-21","WCSP",7,NA,1,"N","",1,"TELL_T5_T13_11"
"941","TELL","T5","T13",8,2021,"20-May-21","LALO",2,NA,101,"N","",1,"TELL_T5_T13_8"
"942","TELL","T5","T13",8,2021,"20-May-21","AMRO",3,375,NA,"N","",1,"TELL_T5_T13_8"
"943","TELL","T5","T13",8,2021,"20-May-21","LALO",5,NA,101,"N","",1,"TELL_T5_T13_8"
"944","TELL","T5","T13",8,2021,"20-May-21","WISN",8,175,NA,"N","",1,"TELL_T5_T13_8"
"945","TELL","T5","T13",5,2021,"20-May-21","WIPT",0,80,NA,"N","",1,"TELL_T5_T13_5"
"946","TELL","T5","T13",5,2021,"20-May-21","WIPT",0,300,NA,"N","",1,"TELL_T5_T13_5"
"947","TELL","T5","T13",5,2021,"20-May-21","SAVS",0,NA,1,"N","",1,"TELL_T5_T13_5"
"948","TELL","T5","T13",5,2021,"20-May-21","SAVS",0,NA,101,"N","",1,"TELL_T5_T13_5"
"949","TELL","T5","T13",5,2021,"20-May-21","GCSP",1,NA,101,"N","",1,"TELL_T5_T13_5"
"950","TELL","T5","T13",5,2021,"20-May-21","FOSP",1,NA,1,"N","",1,"TELL_T5_T13_5"
"951","TELL","T5","T13",5,2021,"20-May-21","FOSP",1,NA,101,"N","",1,"TELL_T5_T13_5"
"952","TELL","T5","T13",5,2021,"20-May-21","SONG",3,NA,1,"N","",2,"TELL_T5_T13_5"
"953","TELL","T5","T13",5,2021,"20-May-21","LALO",4,NA,1,"N","",2,"TELL_T5_T13_5"
"954","TELL","T5","T13",5,2021,"20-May-21","GCSP",5,NA,1,"N","",1,"TELL_T5_T13_5"
"955","TELL","T5","T13",5,2021,"20-May-21","ATSP",7,NA,101,"N","",1,"TELL_T5_T13_5"
"956","TELL","T5","T13",5,2021,"20-May-21","ATSP",7,NA,101,"N","",1,"TELL_T5_T13_5"
"957","TELL","T5","T13",5,2021,"20-May-21","AMPI",9,NA,101,"N","",1,"TELL_T5_T13_5"
"958","TELL","T5","T13",5,2021,"20-May-21","WCSP",9,NA,1,"N","",1,"TELL_T5_T13_5"
"959","TELL","T5","T13",2,2021,"20-May-21","AMPI",0,NA,101,"N","",1,"TELL_T5_T13_2"
"960","TELL","T5","T13",2,2021,"20-May-21","GCSP",0,NA,101,"N","",1,"TELL_T5_T13_2"
"961","TELL","T5","T13",2,2021,"20-May-21","GCSP",0,NA,101,"N","",1,"TELL_T5_T13_2"
"962","TELL","T5","T13",2,2021,"20-May-21","GCSP",0,NA,101,"N","",1,"TELL_T5_T13_2"
"963","TELL","T5","T13",2,2021,"20-May-21","WIPT",3,350,NA,"N","",1,"TELL_T5_T13_2"
"964","TELL","T5","T13",2,2021,"20-May-21","ROPT",8,267,NA,"N","",1,"TELL_T5_T13_2"
"965","TELL","T5","T13",1,2021,"20-May-21","AMPI",0,NA,1,"N","",1,"TELL_T5_T13_1"
"966","TELL","T5","T13",1,2021,"20-May-21","AMRO",0,350,NA,"N","",1,"TELL_T5_T13_1"
"967","TELL","T5","T13",1,2021,"20-May-21","GCSP",1,NA,101,"N","",1,"TELL_T5_T13_1"
"968","TELL","T5","T13",1,2021,"20-May-21","WISN",2,350,NA,"N","",1,"TELL_T5_T13_1"
"969","TELL","T5","T13",1,2021,"20-May-21","FOSP",3,NA,101,"N","",1,"TELL_T5_T13_1"
"970","TELL","T5","T13",1,2021,"20-May-21","GCSP",6,NA,101,"N","",1,"TELL_T5_T13_1"
"971","TELL","T5","T13",1,2021,"20-May-21","AMRO",9,375,NA,"N","",1,"TELL_T5_T13_1"
"972","TELL","T5","T13",4,2021,"20-May-21","LALO",0,NA,1,"N","",1,"TELL_T5_T13_4"
"973","TELL","T5","T13",4,2021,"20-May-21","AMPI",0,NA,1,"N","",1,"TELL_T5_T13_4"
"974","TELL","T5","T13",4,2021,"20-May-21","LALO",1,NA,101,"N","",1,"TELL_T5_T13_4"
"975","TELL","T5","T13",4,2021,"20-May-21","AMPI",6,NA,101,"N","",1,"TELL_T5_T13_4"
"976","TELL","T5","T13",6,2021,"20-May-21","GCSP",0,NA,1,"N","",1,"TELL_T5_T13_6"
"977","TELL","T5","T13",6,2021,"20-May-21","FOSP",0,NA,1,"N","",1,"TELL_T5_T13_6"
"978","TELL","T5","T13",6,2021,"20-May-21","GCSP",0,NA,1,"N","",1,"TELL_T5_T13_6"
"979","TELL","T5","T13",6,2021,"20-May-21","LALO",0,NA,1,"N","",1,"TELL_T5_T13_6"
"980","TELL","T5","T13",6,2021,"20-May-21","FOSP",1,NA,101,"N","",1,"TELL_T5_T13_6"
"981","TELL","T5","T13",6,2021,"20-May-21","GCSP",1,NA,101,"N","",1,"TELL_T5_T13_6"
"982","TELL","T5","T13",6,2021,"20-May-21","FOSP",1,NA,1,"N","",1,"TELL_T5_T13_6"
"983","TELL","T5","T13",6,2021,"20-May-21","WIPT",2,350,NA,"N","",1,"TELL_T5_T13_6"
"984","TELL","T5","T13",6,2021,"20-May-21","LALO",3,NA,1,"N","",1,"TELL_T5_T13_6"
"985","TELL","T5","T13",6,2021,"20-May-21","SAVS",4,NA,101,"N","",1,"TELL_T5_T13_6"
"986","TELL","T5","T13",6,2021,"20-May-21","SONG",6,NA,1,"N","",1,"TELL_T5_T13_6"
"987","TELL","T5","T13",6,2021,"20-May-21","SAVS",7,NA,101,"N","",1,"TELL_T5_T13_6"
"988","TELL","T5","T13",6,2021,"20-May-21","SAVS",9,NA,1,"N","",2,"TELL_T5_T13_6"
"989","KOUG","K2","T22",20,2021,"23-May-21","NOWA",0,NA,1,"N","",1,"KOUG_K2_T22_20"
"990","KOUG","K2","T22",20,2021,"23-May-21","FOSP",0,NA,1,"N","",1,"KOUG_K2_T22_20"
"991","KOUG","K2","T22",20,2021,"23-May-21","WCSP",0,NA,1,"N","",1,"KOUG_K2_T22_20"
"992","KOUG","K2","T22",20,2021,"23-May-21","NOWA",0,NA,1,"N","",1,"KOUG_K2_T22_20"
"993","KOUG","K2","T22",20,2021,"23-May-21","AMRO",0,100,NA,"N","",1,"KOUG_K2_T22_20"
"994","KOUG","K2","T22",20,2021,"23-May-21","AMRO",1,100,NA,"N","",1,"KOUG_K2_T22_20"
"995","KOUG","K2","T22",20,2021,"23-May-21","FOSP",4,NA,101,"N","",1,"KOUG_K2_T22_20"
"996","KOUG","K2","T22",20,2021,"23-May-21","NOWA",5,NA,1,"N","",1,"KOUG_K2_T22_20"
"997","KOUG","K2","T22",20,2021,"23-May-21","WCSP",7,NA,101,"N","",1,"KOUG_K2_T22_20"
"998","KOUG","K2","T22",20,2021,"23-May-21","RUBL",8,NA,1,"N","",1,"KOUG_K2_T22_20"
"999","KOUG","K2","T22",13,2021,"23-May-21","SAVS",0,NA,1,"N","",1,"KOUG_K2_T22_13"
"1000","KOUG","K2","T22",13,2021,"23-May-21","LALO",0,NA,101,"N","",1,"KOUG_K2_T22_13"
"1001","KOUG","K2","T22",13,2021,"23-May-21","SAVS",0,NA,1,"N","",1,"KOUG_K2_T22_13"
"1002","KOUG","K2","T22",13,2021,"23-May-21","LALO",1,NA,101,"N","",1,"KOUG_K2_T22_13"
"1003","KOUG","K2","T22",13,2021,"23-May-21","SAVS",1,NA,101,"N","",1,"KOUG_K2_T22_13"
"1004","KOUG","K2","T22",13,2021,"23-May-21","GULL",2,350,NA,"N","",1,"KOUG_K2_T22_13"
"1005","KOUG","K2","T22",13,2021,"23-May-21","CANG",4,375,NA,"N","",1,"KOUG_K2_T22_13"
"1006","KOUG","K2","T22",9,2021,"23-May-21","LALO",0,NA,1,"N","",1,"KOUG_K2_T22_9"
"1007","KOUG","K2","T22",9,2021,"23-May-21","LALO",0,NA,1,"N","",1,"KOUG_K2_T22_9"
"1008","KOUG","K2","T22",9,2021,"23-May-21","LALO",1,NA,1,"N","",1,"KOUG_K2_T22_9"
"1009","KOUG","K2","T22",9,2021,"23-May-21","LALO",1,NA,101,"N","",1,"KOUG_K2_T22_9"
"1010","KOUG","K2","T22",9,2021,"23-May-21","CANG",3,350,NA,"N","",1,"KOUG_K2_T22_9"
"1011","KOUG","K2","T22",9,2021,"23-May-21","LALO",5,NA,1,"N","",1,"KOUG_K2_T22_9"
"1012","KOUG","K2","T22",6,2021,"23-May-21","LALO",0,NA,1,"N","",1,"KOUG_K2_T22_6"
"1013","KOUG","K2","T22",6,2021,"23-May-21","LALO",0,NA,101,"N","",1,"KOUG_K2_T22_6"
"1014","KOUG","K2","T22",6,2021,"23-May-21","LALO",0,NA,1,"N","",1,"KOUG_K2_T22_6"
"1015","KOUG","K2","T22",6,2021,"23-May-21","WHIM",4,300,NA,"N","",1,"KOUG_K2_T22_6"
"1016","KOUG","K2","T22",6,2021,"23-May-21","PEFA",6,150,NA,"N","",1,"KOUG_K2_T22_6"
"1017","KOUG","K2","T22",6,2021,"23-May-21","LTJA",7,150,NA,"N","",3,"KOUG_K2_T22_6"
"1018","KOUG","K2","T22",4,2021,"23-May-21","SAVS",0,NA,1,"N","",1,"KOUG_K2_T22_4"
"1019","KOUG","K2","T22",4,2021,"23-May-21","LALO",0,NA,1,"N","",1,"KOUG_K2_T22_4"
"1020","KOUG","K2","T22",4,2021,"23-May-21","LALO",0,NA,101,"N","",1,"KOUG_K2_T22_4"
"1021","KOUG","K2","T22",4,2021,"23-May-21","WISN",0,200,201,"N","",1,"KOUG_K2_T22_4"
"1022","KOUG","K2","T22",4,2021,"23-May-21","WESA",1,NA,101,"N","",1,"KOUG_K2_T22_4"
"1023","KOUG","K2","T22",4,2021,"23-May-21","PAJA",7,91,NA,"N","",1,"KOUG_K2_T22_4"
"1024","KOUG","K2","T22",4,2021,"23-May-21","PGPL",8,250,NA,"N","",1,"KOUG_K2_T22_4"
"1025","KOUG","K2","T22",2,2021,"23-May-21","LALO",0,NA,1,"N","",1,"KOUG_K2_T22_2"
"1026","KOUG","K2","T22",2,2021,"23-May-21","SAVS",1,NA,101,"N","",1,"KOUG_K2_T22_2"
"1027","KOUG","K2","T22",2,2021,"23-May-21","SAVS",2,NA,1,"N","",1,"KOUG_K2_T22_2"
"1028","KOUG","K2","T22",2,2021,"23-May-21","LALO",4,NA,101,"N","",1,"KOUG_K2_T22_2"
"1029","KOUG","K2","T22",2,2021,"23-May-21","WHIM",4,400,NA,"N","",1,"KOUG_K2_T22_2"
"1030","KOUG","K2","T22",2,2021,"23-May-21","LALO",8,NA,1,"N","",1,"KOUG_K2_T22_2"
"1031","KOUG","K2","T22",2,2021,"23-May-21","WHIM",9,200,NA,"N","",1,"KOUG_K2_T22_2"
"1032","KOUG","K2","T22",1,2021,"23-May-21","WISN",0,400,NA,"N","",1,"KOUG_K2_T22_1"
"1033","KOUG","K2","T22",1,2021,"23-May-21","SAVS",0,NA,1,"N","",1,"KOUG_K2_T22_1"
"1034","KOUG","K2","T22",1,2021,"23-May-21","NOWA",0,NA,101,"N","",1,"KOUG_K2_T22_1"
"1035","KOUG","K2","T22",1,2021,"23-May-21","LALO",1,NA,101,"N","",1,"KOUG_K2_T22_1"
"1036","KOUG","K2","T22",1,2021,"23-May-21","ATSP",1,NA,101,"N","",1,"KOUG_K2_T22_1"
"1037","KOUG","K2","T22",1,2021,"23-May-21","LALO",2,NA,1,"N","",1,"KOUG_K2_T22_1"
"1038","KOUG","K2","T22",1,2021,"23-May-21","SAVS",3,NA,101,"N","",1,"KOUG_K2_T22_1"
"1039","KOUG","K2","T22",1,2021,"23-May-21","WESA",4,NA,101,"N","",1,"KOUG_K2_T22_1"
"1040","KOUG","K2","T22",1,2021,"23-May-21","FOSP",4,NA,101,"N","",1,"KOUG_K2_T22_1"
"1041","KOUG","K2","T22",1,2021,"23-May-21","AMRO",5,200,NA,"N","",1,"KOUG_K2_T22_1"
"1042","KOUG","K2","T22",1,2021,"23-May-21","CANG",6,300,NA,"N","",1,"KOUG_K2_T22_1"
"1043","KOUG","K2","T22",1,2021,"23-May-21","LALO",7,NA,101,"N","",1,"KOUG_K2_T22_1"
"1044","KOUG","K2","T22",1,2021,"23-May-21","LALO",9,NA,1,"N","",1,"KOUG_K2_T22_1"
"1045","KOUG","K2","T22",3,2021,"23-May-21","PGPL",0,300,NA,"N","",1,"KOUG_K2_T22_3"
"1046","KOUG","K2","T22",3,2021,"23-May-21","LALO",1,NA,101,"N","",1,"KOUG_K2_T22_3"
"1047","KOUG","K2","T22",3,2021,"23-May-21","AMRO",1,250,NA,"N","",1,"KOUG_K2_T22_3"
"1048","KOUG","K2","T22",3,2021,"23-May-21","LALO",2,NA,101,"N","",1,"KOUG_K2_T22_3"
"1049","KOUG","K2","T22",3,2021,"23-May-21","CANG",4,300,NA,"N","",1,"KOUG_K2_T22_3"
"1050","TELL","T1","T15",23,2021,"25-May-21","LALO",0,NA,101,"N","",1,"TELL_T1_T15_23"
"1051","TELL","T1","T15",23,2021,"25-May-21","LALO",0,NA,101,"N","",1,"TELL_T1_T15_23"
"1052","TELL","T1","T15",23,2021,"25-May-21","SAVS",0,NA,101,"N","",1,"TELL_T1_T15_23"
"1053","TELL","T1","T15",23,2021,"25-May-21","LALO",1,NA,101,"N","",1,"TELL_T1_T15_23"
"1054","TELL","T1","T15",23,2021,"25-May-21","WISN",2,300,NA,"N","",1,"TELL_T1_T15_23"
"1055","TELL","T1","T15",23,2021,"25-May-21","WESA",3,NA,1,"N","",1,"TELL_T1_T15_23"
"1056","TELL","T1","T15",23,2021,"25-May-21","SAVS",7,NA,1,"N","",1,"TELL_T1_T15_23"
"1057","TELL","T1","T15",26,2021,"25-May-21","SAVS",0,NA,1,"N","",1,"TELL_T1_T15_26"
"1058","TELL","T1","T15",26,2021,"25-May-21","SAVS",0,NA,101,"N","",1,"TELL_T1_T15_26"
"1059","TELL","T1","T15",26,2021,"25-May-21","LALO",0,NA,101,"N","",1,"TELL_T1_T15_26"
"1060","TELL","T1","T15",26,2021,"25-May-21","WESA",0,NA,101,"N","",2,"TELL_T1_T15_26"
"1061","TELL","T1","T15",26,2021,"25-May-21","LALO",1,NA,1,"N","",1,"TELL_T1_T15_26"
"1062","TELL","T1","T15",26,2021,"25-May-21","LALO",1,NA,1,"N","",1,"TELL_T1_T15_26"
"1063","TELL","T1","T15",26,2021,"25-May-21","WISN",2,250,NA,"N","",1,"TELL_T1_T15_26"
"1064","TELL","T1","T15",26,2021,"25-May-21","LTJA",2,123,NA,"N","",1,"TELL_T1_T15_26"
"1065","TELL","T1","T15",24,2021,"25-May-21","BTGO",0,218,NA,"N","",1,"TELL_T1_T15_24"
"1066","TELL","T1","T15",24,2021,"25-May-21","LALO",2,NA,1,"N","",1,"TELL_T1_T15_24"
"1067","TELL","T1","T15",24,2021,"25-May-21","SAVS",2,NA,101,"N","",1,"TELL_T1_T15_24"
"1068","TELL","T1","T15",24,2021,"25-May-21","LALO",2,NA,101,"N","",1,"TELL_T1_T15_24"
"1069","TELL","T1","T15",24,2021,"25-May-21","LALO",5,NA,101,"N","",1,"TELL_T1_T15_24"
"1070","TELL","T1","T15",24,2021,"25-May-21","WESA",7,NA,101,"N","",1,"TELL_T1_T15_24"
"1071","TELL","T1","T15",24,2021,"25-May-21","PTARM",8,350,NA,"N","",1,"TELL_T1_T15_24"
"1072","TELL","T1","T15",27,2021,"25-May-21","WIPT",0,300,NA,"N","",1,"TELL_T1_T15_27"
"1073","TELL","T1","T15",27,2021,"25-May-21","SAVS",0,NA,1,"N","",1,"TELL_T1_T15_27"
"1074","TELL","T1","T15",27,2021,"25-May-21","LTJA",1,164,NA,"N","",1,"TELL_T1_T15_27"
"1075","TELL","T1","T15",27,2021,"25-May-21","BTGO",2,300,NA,"N","",1,"TELL_T1_T15_27"
"1076","TELL","T1","T15",27,2021,"25-May-21","SAVS",2,NA,101,"N","",1,"TELL_T1_T15_27"
"1077","TELL","T1","T15",27,2021,"25-May-21","LTJA",3,115,NA,"N","",1,"TELL_T1_T15_27"
"1078","TELL","T1","T15",27,2021,"25-May-21","ROPT",3,110,NA,"N","",1,"TELL_T1_T15_27"
"1079","TELL","T1","T15",27,2021,"25-May-21","WIPT",5,400,NA,"N","",1,"TELL_T1_T15_27"
"1080","TELL","T1","T15",27,2021,"25-May-21","WIPT",6,250,NA,"N","",1,"TELL_T1_T15_27"
"1081","TELL","T1","T15",27,2021,"25-May-21","SAVS",9,NA,101,"N","",1,"TELL_T1_T15_27"
"1082","TELL","T1","T15",27,2021,"25-May-21","SONG",9,NA,101,"N","",2,"TELL_T1_T15_27"
"1083","TELL","T1","T15",25,2021,"25-May-21","SAVS",0,NA,1,"N","",1,"TELL_T1_T15_25"
"1084","TELL","T1","T15",25,2021,"25-May-21","SAVS",0,NA,1,"N","",1,"TELL_T1_T15_25"
"1085","TELL","T1","T15",25,2021,"25-May-21","GCSP",0,NA,1,"N","",1,"TELL_T1_T15_25"
"1086","TELL","T1","T15",25,2021,"25-May-21","WIPT",1,320,NA,"N","",1,"TELL_T1_T15_25"
"1087","TELL","T1","T15",25,2021,"25-May-21","SAVS",2,NA,1,"N","",1,"TELL_T1_T15_25"
"1088","TELL","T1","T15",25,2021,"25-May-21","SAVS",3,NA,101,"N","",1,"TELL_T1_T15_25"
"1089","TELL","T1","T15",25,2021,"25-May-21","WIPT",5,310,NA,"N","",1,"TELL_T1_T15_25"
"1090","TELL","T1","T15",25,2021,"25-May-21","JAEG",5,281,NA,"N","",1,"TELL_T1_T15_25"
"1091","TELL","T1","T15",25,2021,"25-May-21","JAEG",7,200,NA,"N","",1,"TELL_T1_T15_25"
"1092","TELL","T1","T15",25,2021,"25-May-21","WIPT",9,300,NA,"N","",1,"TELL_T1_T15_25"
"1093","TELL","T1","T15",22,2021,"25-May-21","SAVS",0,NA,101,"N","",1,"TELL_T1_T15_22"
"1094","TELL","T1","T15",22,2021,"25-May-21","SAVS",0,NA,101,"N","",1,"TELL_T1_T15_22"
"1095","TELL","T1","T15",22,2021,"25-May-21","FOSP",0,NA,101,"N","",1,"TELL_T1_T15_22"
"1096","TELL","T1","T15",22,2021,"25-May-21","SAVS",0,NA,101,"N","",1,"TELL_T1_T15_22"
"1097","TELL","T1","T15",22,2021,"25-May-21","LALO",0,NA,101,"N","",1,"TELL_T1_T15_22"
"1098","TELL","T1","T15",22,2021,"25-May-21","GCSP",1,NA,101,"N","",1,"TELL_T1_T15_22"
"1099","TELL","T1","T15",22,2021,"25-May-21","PGPL",1,190,NA,"N","",1,"TELL_T1_T15_22"
"1100","TELL","T1","T15",22,2021,"25-May-21","LTJA",2,220,NA,"N","",2,"TELL_T1_T15_22"
"1101","TELL","T1","T15",22,2021,"25-May-21","LTJA",2,200,NA,"N","",3,"TELL_T1_T15_22"
"1102","TELL","T1","T15",22,2021,"25-May-21","BTGO",2,200,NA,"N","",1,"TELL_T1_T15_22"
"1103","TELL","T1","T15",22,2021,"25-May-21","WIPT",3,200,NA,"N","",1,"TELL_T1_T15_22"
"1104","TELL","T1","T15",18,2021,"25-May-21","GCSP",0,NA,101,"N","",1,"TELL_T1_T15_18"
"1105","TELL","T1","T15",18,2021,"25-May-21","LALO",0,NA,1,"N","",1,"TELL_T1_T15_18"
"1106","TELL","T1","T15",18,2021,"25-May-21","LALO",0,NA,1,"N","",2,"TELL_T1_T15_18"
"1107","TELL","T1","T15",18,2021,"25-May-21","GCSP",1,NA,1,"N","",1,"TELL_T1_T15_18"
"1108","TELL","T1","T15",18,2021,"25-May-21","WESA",1,NA,101,"N","",1,"TELL_T1_T15_18"
"1109","TELL","T1","T15",18,2021,"25-May-21","SAVS",1,NA,101,"N","",1,"TELL_T1_T15_18"
"1110","TELL","T1","T15",18,2021,"25-May-21","WISN",4,300,NA,"Y","Y",1,"TELL_T1_T15_18"
"1111","TELL","T1","T15",18,2021,"25-May-21","WIPT",7,350,NA,"N","",1,"TELL_T1_T15_18"
"1112","TELL","T1","T15",14,2021,"25-May-21","WIWA",0,NA,101,"N","",1,"TELL_T1_T15_14"
"1113","TELL","T1","T15",14,2021,"25-May-21","FOSP",0,NA,1,"N","",1,"TELL_T1_T15_14"
"1114","TELL","T1","T15",14,2021,"25-May-21","SAVS",0,NA,1,"N","",1,"TELL_T1_T15_14"
"1115","TELL","T1","T15",14,2021,"25-May-21","SAVS",0,NA,1,"N","",1,"TELL_T1_T15_14"
"1116","TELL","T1","T15",14,2021,"25-May-21","FOSP",1,NA,101,"N","",1,"TELL_T1_T15_14"
"1117","TELL","T1","T15",14,2021,"25-May-21","WIWA",1,NA,1,"N","",1,"TELL_T1_T15_14"
"1118","TELL","T1","T15",14,2021,"25-May-21","FOSP",1,NA,1,"N","",1,"TELL_T1_T15_14"
"1119","TELL","T1","T15",14,2021,"25-May-21","SAVS",1,NA,1,"N","",1,"TELL_T1_T15_14"
"1120","TELL","T1","T15",14,2021,"25-May-21","WCSP",2,NA,101,"N","",1,"TELL_T1_T15_14"
"1121","TELL","T1","T15",14,2021,"25-May-21","GCSP",7,NA,1,"N","",1,"TELL_T1_T15_14"
"1122","TELL","T1","T15",14,2021,"25-May-21","WIPT",9,400,NA,"N","",1,"TELL_T1_T15_14"
"1123","TELL","T1","T15",17,2021,"25-May-21","AGPL",0,155,NA,"N","",1,"TELL_T1_T15_17"
"1124","TELL","T1","T15",17,2021,"25-May-21","LALO",0,NA,1,"N","",1,"TELL_T1_T15_17"
"1125","TELL","T1","T15",17,2021,"25-May-21","LALO",1,NA,1,"N","",1,"TELL_T1_T15_17"
"1126","TELL","T1","T15",17,2021,"25-May-21","SAVS",1,NA,1,"N","",1,"TELL_T1_T15_17"
"1127","TELL","T1","T15",17,2021,"25-May-21","WIPT",2,150,NA,"N","",1,"TELL_T1_T15_17"
"1128","TELL","T1","T15",17,2021,"25-May-21","WIPT",5,109,NA,"N","",1,"TELL_T1_T15_17"
"1129","TELL","T1","T15",17,2021,"25-May-21","LALO",8,NA,1,"N","",1,"TELL_T1_T15_17"
"1130","TELL","T1","T15",13,2021,"25-May-21","SONG",0,NA,101,"N","",1,"TELL_T1_T15_13"
"1131","TELL","T1","T15",13,2021,"25-May-21","WISN",4,220,NA,"N","",1,"TELL_T1_T15_13"
"1132","TELL","T1","T15",13,2021,"25-May-21","SAVS",5,NA,101,"N","",1,"TELL_T1_T15_13"
"1133","TELL","T1","T15",13,2021,"25-May-21","WIPT",6,380,NA,"N","",1,"TELL_T1_T15_13"
"1134","TELL","T1","T15",13,2021,"25-May-21","SAVS",9,NA,1,"N","",1,"TELL_T1_T15_13"
"1135","TELL","T1","T15",16,2021,"25-May-21","LALO",0,NA,1,"N","",1,"TELL_T1_T15_16"
"1136","TELL","T1","T15",16,2021,"25-May-21","LALO",0,NA,101,"N","",1,"TELL_T1_T15_16"
"1137","TELL","T1","T15",16,2021,"25-May-21","GCSP",0,NA,101,"N","",1,"TELL_T1_T15_16"
"1138","TELL","T1","T15",16,2021,"25-May-21","LALO",3,NA,101,"N","",1,"TELL_T1_T15_16"
"1139","TELL","T1","T15",16,2021,"25-May-21","GOPL",5,180,NA,"N","",1,"TELL_T1_T15_16"
"1140","TELL","T1","T15",16,2021,"25-May-21","WESA",8,NA,1,"N","",1,"TELL_T1_T15_16"
"1141","TELL","T1","T15",16,2021,"25-May-21","WESA",9,NA,1,"N","",1,"TELL_T1_T15_16"
"1142","TELL","T1","T15",12,2021,"25-May-21","LALO",0,NA,1,"N","",1,"TELL_T1_T15_12"
"1143","TELL","T1","T15",12,2021,"25-May-21","LALO",0,NA,1,"N","",1,"TELL_T1_T15_12"
"1144","TELL","T1","T15",12,2021,"25-May-21","LALO",1,NA,101,"N","",1,"TELL_T1_T15_12"
"1145","TELL","T1","T15",12,2021,"25-May-21","SONG",5,NA,101,"N","",1,"TELL_T1_T15_12"
"1146","TELL","T1","T15",12,2021,"25-May-21","LALO",6,NA,101,"N","",1,"TELL_T1_T15_12"
"1147","TELL","T1","T15",12,2021,"25-May-21","SAVS",9,NA,101,"N","",1,"TELL_T1_T15_12"
"1148","TELL","T1","T15",12,2021,"25-May-21","LALO",9,NA,101,"N","",1,"TELL_T1_T15_12"
"1149","TELL","T1","T15",15,2021,"25-May-21","LTJA",0,89,NA,"N","",1,"TELL_T1_T15_15"
"1150","TELL","T1","T15",15,2021,"25-May-21","LALO",5,NA,101,"N","",1,"TELL_T1_T15_15"
"1151","TELL","T1","T15",15,2021,"25-May-21","LALO",8,NA,1,"N","",1,"TELL_T1_T15_15"
"1152","TELL","T1","T15",19,2021,"25-May-21","LALO",0,NA,1,"N","",1,"TELL_T1_T15_19"
"1153","TELL","T1","T15",19,2021,"25-May-21","LALO",1,NA,101,"N","",1,"TELL_T1_T15_19"
"1154","TELL","T1","T15",19,2021,"25-May-21","LALO",4,NA,101,"N","",1,"TELL_T1_T15_19"
"1155","TELL","T1","T15",19,2021,"25-May-21","LALO",6,NA,1,"N","",1,"TELL_T1_T15_19"
"1156","TELL","T2","T21",16,2021,"26-May-21","WISN",0,100,NA,"N","",1,"TELL_T2_T21_16"
"1157","TELL","T2","T21",16,2021,"26-May-21","SAVS",3,NA,101,"N","",1,"TELL_T2_T21_16"
"1158","TELL","T2","T21",16,2021,"26-May-21","WIPT",3,375,NA,"N","",1,"TELL_T2_T21_16"
"1159","TELL","T2","T21",20,2021,"26-May-21","SAVS",0,NA,1,"N","",1,"TELL_T2_T21_20"
"1160","TELL","T2","T21",20,2021,"26-May-21","LALO",0,NA,101,"N","",1,"TELL_T2_T21_20"
"1161","TELL","T2","T21",20,2021,"26-May-21","LALO",0,NA,1,"N","",1,"TELL_T2_T21_20"
"1162","TELL","T2","T21",20,2021,"26-May-21","WIPT",0,101,NA,"N","",1,"TELL_T2_T21_20"
"1163","TELL","T2","T21",20,2021,"26-May-21","LALO",1,NA,101,"N","",1,"TELL_T2_T21_20"
"1164","TELL","T2","T21",20,2021,"26-May-21","SAVS",2,NA,101,"N","",1,"TELL_T2_T21_20"
"1165","TELL","T2","T21",20,2021,"26-May-21","LALO",4,NA,101,"N","",1,"TELL_T2_T21_20"
"1166","TELL","T2","T21",20,2021,"26-May-21","WIPT",6,175,NA,"N","",1,"TELL_T2_T21_20"
"1167","TELL","T2","T21",20,2021,"26-May-21","SHORE",7,NA,401,"N","",1,"TELL_T2_T21_20"
"1168","TELL","T2","T21",23,2021,"26-May-21","LALO",0,NA,1,"N","",1,"TELL_T2_T21_23"
