"","ROAD_ID","UNIT_ID","TRANSECT_ID","POINT_ID","SURVEY_YEAR","SURVEY_DATE","SPECIES_ALPHA_CODE","TIME_INTERVAL","SIGHTING_ANGLE","EXACT_DISTANCE","DISTANCE_CATEGORY","FLYOVER","DISPLAY.USING.AREA","SEX","DETECTION_TYPE","GROUP_SIZE","NOTES"
"1352","TELL","T5","T13",15,2021,"20-May-21","GCSP",3,NA,NA,201,"N","","U","A",1,""
"1353","TELL","T5","T13",15,2021,"20-May-21","ATSP",3,NA,NA,101,"N","","U","A",1,""
"1354","TELL","T5","T13",15,2021,"20-May-21","WIPT",4,49,440,NA,"N","","M","V",1,""
"1355","TELL","T5","T13",15,2021,"20-May-21","AMRO",6,218,250,NA,"N","","U","AV",1,""
"1356","TELL","T5","T13",15,2021,"20-May-21","WATA",7,238,275,NA,"N","","U","A",1,"ONLY CALLED A LITTLE"
"1357","TELL","T5","T13",15,2021,"20-May-21","WATA",7,2,300,NA,"N","","U","A",1,"ONLY CALLED A LITTLE"
"1358","TELL","T5","T13",11,2021,"20-May-21","WISN",0,182,115,NA,"N","","U","AV",1,""
"1359","TELL","T5","T13",11,2021,"20-May-21","WISN",0,304,275,NA,"N","","U","AV",1,""
"1360","TELL","T5","T13",11,2021,"20-May-21","GCSP",1,NA,NA,1,"N","","U","A",1,""
"1361","TELL","T5","T13",11,2021,"20-May-21","SAVS",1,NA,NA,1,"N","","U","AV",1,""
"1362","TELL","T5","T13",11,2021,"20-May-21","WCSP",1,NA,NA,1,"N","","U","A",1,""
"1363","TELL","T5","T13",11,2021,"20-May-21","GCSP",1,NA,NA,201,"N","","U","A",1,""
"1364","TELL","T5","T13",11,2021,"20-May-21","ATSP",2,NA,NA,101,"N","","U","A",1,""
"1365","TELL","T5","T13",11,2021,"20-May-21","FOSP",2,NA,NA,1,"N","","U","AV",1,""
"1366","TELL","T5","T13",11,2021,"20-May-21","WCSP",2,NA,NA,1,"N","","U","A",1,""
"1367","TELL","T5","T13",11,2021,"20-May-21","GCSP",2,NA,NA,1,"N","","U","A",1,""
"1368","TELL","T5","T13",11,2021,"20-May-21","WIPT",3,215,400,NA,"N","","M","AV",1,""
"1369","TELL","T5","T13",11,2021,"20-May-21","FOSP",4,NA,NA,101,"N","","U","A",1,""
"1370","TELL","T5","T13",11,2021,"20-May-21","GCSP",4,NA,NA,101,"N","","U","AV",1,""
"1371","TELL","T5","T13",11,2021,"20-May-21","ATSP",4,NA,NA,101,"N","","U","A",1,""
"1372","TELL","T5","T13",11,2021,"20-May-21","WIPT",4,338,200,NA,"N","","M","AV",1,""
"1373","TELL","T5","T13",11,2021,"20-May-21","WIPT",5,60,200,NA,"N","","M","AV",1,""
"1374","TELL","T5","T13",11,2021,"20-May-21","AMRO",5,64,91,NA,"N","","U","AV",1,""
"1375","TELL","T5","T13",11,2021,"20-May-21","ATSP",7,NA,NA,1,"N","","U","A",1,""
"1376","TELL","T5","T13",11,2021,"20-May-21","WCSP",7,NA,NA,1,"N","","U","AV",1,""
"1377","TELL","T5","T13",11,2021,"20-May-21","CORE",9,NA,NA,NA,"Y","","U","A",1,""
"1378","TELL","T5","T13",8,2021,"20-May-21","GCSP",0,NA,NA,201,"N","","U","A",1,""
"1379","TELL","T5","T13",8,2021,"20-May-21","GCSP",0,NA,NA,201,"N","","U","A",1,""
"1380","TELL","T5","T13",8,2021,"20-May-21","LALO",2,NA,NA,101,"N","","U","A",1,""
"1381","TELL","T5","T13",8,2021,"20-May-21","AMRO",3,154,375,NA,"N","","U","AV",1,""
"1382","TELL","T5","T13",8,2021,"20-May-21","FOSP",4,NA,NA,201,"N","","U","A",1,""
"1383","TELL","T5","T13",8,2021,"20-May-21","LALO",5,NA,NA,101,"N","","U","A",1,""
"1384","TELL","T5","T13",8,2021,"20-May-21","SONG",6,NA,NA,NA,"Y","","U","V",1,""
"1385","TELL","T5","T13",8,2021,"20-May-21","WISN",8,182,175,NA,"N","","U","AV",1,""
"1386","TELL","T5","T13",5,2021,"20-May-21","WIPT",0,320,80,NA,"N","","M","AV",1,"ON GROUND"
"1387","TELL","T5","T13",5,2021,"20-May-21","WIPT",0,330,300,NA,"N","","M","V",1,"ON ROCK"
"1388","TELL","T5","T13",5,2021,"20-May-21","SAVS",0,NA,NA,1,"N","","U","AV",1,""
"1389","TELL","T5","T13",5,2021,"20-May-21","SAVS",0,NA,NA,101,"N","","U","A",1,""
"1390","TELL","T5","T13",5,2021,"20-May-21","GCSP",1,NA,NA,101,"N","","U","A",1,""
"1391","TELL","T5","T13",5,2021,"20-May-21","FOSP",1,NA,NA,1,"N","","U","A",1,""
"1392","TELL","T5","T13",5,2021,"20-May-21","FOSP",1,NA,NA,101,"N","","U","A",1,""
"1393","TELL","T5","T13",5,2021,"20-May-21","SONG",3,NA,NA,1,"N","","U","V",2,""
"1394","TELL","T5","T13",5,2021,"20-May-21","LALO",4,NA,NA,1,"N","","MF","AV",2,"PAIR"
"1395","TELL","T5","T13",5,2021,"20-May-21","GCSP",5,NA,NA,1,"N","","U","AV",1,""
"1396","TELL","T5","T13",5,2021,"20-May-21","ATSP",7,NA,NA,101,"N","","U","A",1,""
"1397","TELL","T5","T13",5,2021,"20-May-21","ATSP",7,NA,NA,101,"N","","U","A",1,""
"1398","TELL","T5","T13",5,2021,"20-May-21","AMPI",9,NA,NA,101,"N","","U","AV",1,""
"1399","TELL","T5","T13",5,2021,"20-May-21","WCSP",9,NA,NA,1,"N","","U","A",1,""
"1400","TELL","T5","T13",2,2021,"20-May-21","AMPI",0,NA,NA,101,"N","","U","A",1,""
"1401","TELL","T5","T13",2,2021,"20-May-21","GCSP",0,NA,NA,101,"N","","U","A",1,""
"1402","TELL","T5","T13",2,2021,"20-May-21","GCSP",0,NA,NA,101,"N","","U","A",1,""
"1403","TELL","T5","T13",2,2021,"20-May-21","GCSP",0,NA,NA,101,"N","","U","A",1,""
"1404","TELL","T5","T13",2,2021,"20-May-21","FOSP",1,NA,NA,201,"N","","U","A",1,""
"1405","TELL","T5","T13",2,2021,"20-May-21","SONG",2,NA,NA,201,"N","","U","V",1,""
"1406","TELL","T5","T13",2,2021,"20-May-21","LALO",2,NA,NA,201,"N","","M","V",1,""
"1407","TELL","T5","T13",2,2021,"20-May-21","SAVS",2,NA,NA,201,"N","","U","A",1,""
"1408","TELL","T5","T13",2,2021,"20-May-21","WIPT",3,271,350,NA,"N","","M","V",1,""
"1409","TELL","T5","T13",2,2021,"20-May-21","FOSP",6,NA,NA,201,"N","","U","A",1,""
"1410","TELL","T5","T13",2,2021,"20-May-21","ROPT",8,66,267,NA,"N","","M","AV",1,""
"1411","TELL","T5","T13",1,2021,"20-May-21","AMPI",0,NA,NA,1,"N","","U","A",1,""
"1412","TELL","T5","T13",1,2021,"20-May-21","AMRO",0,99,350,NA,"N","","U","A",1,""
"1413","TELL","T5","T13",1,2021,"20-May-21","GCSP",1,NA,NA,101,"N","","U","A",1,""
"1414","TELL","T5","T13",1,2021,"20-May-21","WISN",2,118,350,NA,"N","","U","A",1,""
"1415","TELL","T5","T13",1,2021,"20-May-21","FOSP",3,NA,NA,101,"N","","U","A",1,""
"1416","TELL","T5","T13",1,2021,"20-May-21","LALO",5,NA,NA,201,"N","","U","V",1,""
"1417","TELL","T5","T13",1,2021,"20-May-21","GCSP",6,NA,NA,101,"N","","U","A",1,""
"1418","TELL","T5","T13",1,2021,"20-May-21","WISN",8,NA,NA,NA,"Y","","U","A",1,""
"1419","TELL","T5","T13",1,2021,"20-May-21","AMRO",9,54,375,NA,"N","","U","A",1,""
"1420","TELL","T5","T13",4,2021,"20-May-21","LALO",0,NA,NA,1,"N","","U","A",1,""
"1421","TELL","T5","T13",4,2021,"20-May-21","AMPI",0,NA,NA,1,"N","","U","AV",1,""
"1422","TELL","T5","T13",4,2021,"20-May-21","LALO",1,NA,NA,101,"N","","M","AV",1,""
"1423","TELL","T5","T13",4,2021,"20-May-21","WIPT",4,346,525,NA,"N","","M","AV",1,"FAR AWAY"
"1424","TELL","T5","T13",4,2021,"20-May-21","AMPI",6,NA,NA,101,"N","","U","A",1,""
"1425","TELL","T5","T13",6,2021,"20-May-21","GCSP",0,NA,NA,1,"N","","U","A",1,""
"1426","TELL","T5","T13",6,2021,"20-May-21","FOSP",0,NA,NA,1,"N","","U","A",1,""
"1427","TELL","T5","T13",6,2021,"20-May-21","GCSP",0,NA,NA,1,"N","","U","A",1,""
"1428","TELL","T5","T13",6,2021,"20-May-21","LALO",0,NA,NA,1,"N","","M","AV",1,""
"1429","TELL","T5","T13",6,2021,"20-May-21","CORE",0,NA,NA,NA,"Y","","U","AV",1,""
"1430","TELL","T5","T13",6,2021,"20-May-21","FOSP",1,NA,NA,101,"N","","U","A",1,""
"1431","TELL","T5","T13",6,2021,"20-May-21","GCSP",1,NA,NA,101,"N","","U","A",1,""
"1432","TELL","T5","T13",6,2021,"20-May-21","FOSP",1,NA,NA,1,"N","","U","A",1,""
"1433","TELL","T5","T13",6,2021,"20-May-21","WIPT",2,50,350,NA,"N","","M","A",1,""
"1434","TELL","T5","T13",6,2021,"20-May-21","LALO",3,NA,NA,1,"N","","U","A",1,""
"1435","TELL","T5","T13",6,2021,"20-May-21","SAVS",4,NA,NA,101,"N","","U","A",1,""
"1436","TELL","T5","T13",6,2021,"20-May-21","SONG",6,NA,NA,1,"N","","U","V",1,""
"1437","TELL","T5","T13",6,2021,"20-May-21","SAVS",7,NA,NA,101,"N","","U","A",1,""
"1438","TELL","T5","T13",6,2021,"20-May-21","SAVS",9,NA,NA,1,"N","","U","AV",2,""
"1439","KOUG","K2","T22",20,2021,"23-May-21","NOWA",0,NA,NA,1,"N","","U","A",1,""
"1440","KOUG","K2","T22",20,2021,"23-May-21","FOSP",0,NA,NA,1,"N","","U","A",1,""
"1441","KOUG","K2","T22",20,2021,"23-May-21","WCSP",0,NA,NA,1,"N","","U","A",1,""
"1442","KOUG","K2","T22",20,2021,"23-May-21","NOWA",0,NA,NA,1,"N","","U","A",1,""
"1443","KOUG","K2","T22",20,2021,"23-May-21","AMRO",0,196,100,NA,"N","","U","A",1,""
"1444","KOUG","K2","T22",20,2021,"23-May-21","AMRO",1,230,100,NA,"N","","U","A",1,""
"1445","KOUG","K2","T22",20,2021,"23-May-21","CORE",2,NA,NA,NA,"Y","","U","A",1,""
"1446","KOUG","K2","T22",20,2021,"23-May-21","MEGU",2,NA,NA,NA,"Y","","U","A",2,""
"1447","KOUG","K2","T22",20,2021,"23-May-21","FOSP",4,NA,NA,101,"N","","U","A",1,""
"1448","KOUG","K2","T22",20,2021,"23-May-21","WCSP",5,NA,NA,201,"N","","U","A",1,""
"1449","KOUG","K2","T22",20,2021,"23-May-21","NOWA",5,NA,NA,1,"N","","U","A",1,""
"1450","KOUG","K2","T22",20,2021,"23-May-21","WCSP",7,NA,NA,101,"N","","U","A",1,""
"1451","KOUG","K2","T22",20,2021,"23-May-21","NOPI",8,NA,NA,NA,"Y","","U","V",1,""
"1452","KOUG","K2","T22",20,2021,"23-May-21","RUBL",8,NA,NA,1,"N","","U","AV",1,""
"1453","KOUG","K2","T22",20,2021,"23-May-21","WISN",9,NA,NA,NA,"Y","","U","A",1,""
"1454","KOUG","K2","T22",13,2021,"23-May-21","SAVS",0,NA,NA,1,"N","","U","A",1,""
"1455","KOUG","K2","T22",13,2021,"23-May-21","LALO",0,NA,NA,101,"N","","U","A",1,""
"1456","KOUG","K2","T22",13,2021,"23-May-21","SAVS",0,NA,NA,1,"N","","U","A",1,""
"1457","KOUG","K2","T22",13,2021,"23-May-21","LALO",1,NA,NA,101,"N","","U","AV",1,""
"1458","KOUG","K2","T22",13,2021,"23-May-21","SAVS",1,NA,NA,101,"N","","U","A",1,""
"1459","KOUG","K2","T22",13,2021,"23-May-21","GULL",2,302,350,NA,"N","","U","V",1,"ON GROUND"
"1460","KOUG","K2","T22",13,2021,"23-May-21","LTJA",3,NA,NA,NA,"Y","","U","AV",3,""
"1461","KOUG","K2","T22",13,2021,"23-May-21","CANG",4,147,375,NA,"N","","U","V",1,""
"1462","KOUG","K2","T22",13,2021,"23-May-21","DUCK",5,NA,NA,NA,"Y","","U","V",1,"PINTAIL?"
"1463","KOUG","K2","T22",13,2021,"23-May-21","CORE",9,NA,NA,NA,"Y","","U","A",1,""
"1464","KOUG","K2","T22",9,2021,"23-May-21","NOPI",0,NA,NA,NA,"Y","","U","V",1,""
"1465","KOUG","K2","T22",9,2021,"23-May-21","LALO",0,NA,NA,1,"N","","M","AV",1,""
"1466","KOUG","K2","T22",9,2021,"23-May-21","LALO",0,NA,NA,1,"N","","U","A",1,""
"1467","KOUG","K2","T22",9,2021,"23-May-21","LALO",1,NA,NA,1,"N","","M","AV",1,""
"1468","KOUG","K2","T22",9,2021,"23-May-21","LALO",1,NA,NA,101,"N","","U","AV",1,""
"1469","KOUG","K2","T22",9,2021,"23-May-21","CANG",3,216,350,NA,"N","","U","V",1,""
"1470","KOUG","K2","T22",9,2021,"23-May-21","LALO",5,NA,NA,1,"N","","M","AV",1,""
"1471","KOUG","K2","T22",6,2021,"23-May-21","LALO",0,NA,NA,1,"N","","M","AV",1,""
"1472","KOUG","K2","T22",6,2021,"23-May-21","LALO",0,NA,NA,101,"N","","U","A",1,""
"1473","KOUG","K2","T22",6,2021,"23-May-21","LALO",0,NA,NA,1,"N","","M","AV",1,""
"1474","KOUG","K2","T22",6,2021,"23-May-21","AGPL",2,NA,NA,201,"N","","U","A",1,"LOOPY CALL"
"1475","KOUG","K2","T22",6,2021,"23-May-21","WHIM",4,296,300,NA,"N","","U","AV",1,"LANDED"
"1476","KOUG","K2","T22",6,2021,"23-May-21","SAVS",4,NA,NA,201,"N","","U","A",1,""
"1477","KOUG","K2","T22",6,2021,"23-May-21","PEFA",6,173,150,NA,"N","","U","V",1,"FLYING AROUND"
"1478","KOUG","K2","T22",6,2021,"23-May-21","LTJA",7,173,150,NA,"N","","U","V",3,"CHASING PEFA!"
"1479","KOUG","K2","T22",4,2021,"23-May-21","SAVS",0,NA,NA,1,"N","","U","A",1,""
"1480","KOUG","K2","T22",4,2021,"23-May-21","LALO",0,NA,NA,1,"N","","U","A",1,""
"1481","KOUG","K2","T22",4,2021,"23-May-21","LALO",0,NA,NA,101,"N","","U","A",1,""
"1482","KOUG","K2","T22",4,2021,"23-May-21","WISN",0,98,200,201,"N","","U","A",1,""
"1483","KOUG","K2","T22",4,2021,"23-May-21","WESA",1,NA,NA,101,"N","","U","A",1,""
"1484","KOUG","K2","T22",4,2021,"23-May-21","PAJA",7,268,91,NA,"N","","U","V",1,"SOOTY NECK"
"1485","KOUG","K2","T22",4,2021,"23-May-21","PGPL",8,260,250,NA,"N","","U","AV",1,""
"1486","KOUG","K2","T22",2,2021,"23-May-21","PGPL",0,NA,NA,NA,"Y","","U","A",1,""
"1487","KOUG","K2","T22",2,2021,"23-May-21","LALO",0,NA,NA,1,"N","","U","A",1,""
"1488","KOUG","K2","T22",2,2021,"23-May-21","LALO",0,NA,NA,201,"N","","M","AV",1,""
"1489","KOUG","K2","T22",2,2021,"23-May-21","SAVS",1,NA,NA,101,"N","","U","A",1,""
"1490","KOUG","K2","T22",2,2021,"23-May-21","SAVS",2,NA,NA,1,"N","","U","A",1,""
"1491","KOUG","K2","T22",2,2021,"23-May-21","LALO",4,NA,NA,101,"N","","M","AV",1,""
"1492","KOUG","K2","T22",2,2021,"23-May-21","WHIM",4,154,400,NA,"N","","U","A",1,""
"1493","KOUG","K2","T22",2,2021,"23-May-21","LALO",8,NA,NA,1,"N","","M","AV",1,""
"1494","KOUG","K2","T22",2,2021,"23-May-21","WHIM",9,244,200,NA,"N","","U","A",1,""
"1495","KOUG","K2","T22",2,2021,"23-May-21","LESA",9,NA,NA,201,"N","","U","A",1,""
"1496","KOUG","K2","T22",1,2021,"23-May-21","WISN",0,52,400,NA,"N","","U","A",1,""
"1497","KOUG","K2","T22",1,2021,"23-May-21","SAVS",0,NA,NA,1,"N","","U","A",1,""
"1498","KOUG","K2","T22",1,2021,"23-May-21","NOWA",0,NA,NA,101,"N","","U","A",1,""
"1499","KOUG","K2","T22",1,2021,"23-May-21","LALO",1,NA,NA,101,"N","","U","A",1,""
"1500","KOUG","K2","T22",1,2021,"23-May-21","ATSP",1,NA,NA,101,"N","","U","A",1,""
"1501","KOUG","K2","T22",1,2021,"23-May-21","LALO",2,NA,NA,1,"N","","U","A",1,""
"1502","KOUG","K2","T22",1,2021,"23-May-21","SAVS",3,NA,NA,101,"N","","U","A",1,""
"1503","KOUG","K2","T22",1,2021,"23-May-21","WESA",4,NA,NA,101,"N","","U","A",1,""
"1504","KOUG","K2","T22",1,2021,"23-May-21","FOSP",4,NA,NA,101,"N","","U","A",1,""
"1505","KOUG","K2","T22",1,2021,"23-May-21","AMRO",5,30,200,NA,"N","","U","A",1,""
"1506","KOUG","K2","T22",1,2021,"23-May-21","CANG",6,140,300,NA,"N","","U","V",1,""
"1507","KOUG","K2","T22",1,2021,"23-May-21","LALO",7,NA,NA,101,"N","","M","AV",1,""
"1508","KOUG","K2","T22",1,2021,"23-May-21","CORE",8,NA,NA,NA,"Y","","U","AV",1,""
"1509","KOUG","K2","T22",1,2021,"23-May-21","LALO",9,NA,NA,1,"N","","U","AV",1,""
"1510","KOUG","K2","T22",3,2021,"23-May-21","PGPL",0,214,300,NA,"N","","U","AV",1,"CHICK-UH-REE FLY CALL, SAW FLYING THEN LANDED"
"1511","KOUG","K2","T22",3,2021,"23-May-21","LALO",1,NA,NA,101,"N","","U","A",1,""
"1512","KOUG","K2","T22",3,2021,"23-May-21","AMRO",1,68,250,NA,"N","","U","AV",1,""
"1513","KOUG","K2","T22",3,2021,"23-May-21","FOSP",2,NA,NA,201,"N","","U","A",1,""
"1514","KOUG","K2","T22",3,2021,"23-May-21","LALO",2,NA,NA,101,"N","","U","AV",1,""
"1515","KOUG","K2","T22",3,2021,"23-May-21","WIWA",3,NA,NA,201,"N","","U","A",1,""
"1516","KOUG","K2","T22",3,2021,"23-May-21","CANG",4,340,300,NA,"N","","U","V",1,""
"1517","KOUG","K2","T22",3,2021,"23-May-21","ATSP",7,NA,NA,201,"N","","U","A",1,""
"1518","KOUG","K2","T22",3,2021,"23-May-21","WISN",8,NA,NA,NA,"Y","","U","A",1,""
"1519","KOUG","K2","T22",3,2021,"23-May-21","GLGU",8,NA,NA,NA,"Y","","U","VA",1,""
"1520","TELL","T1","T15",23,2021,"25-May-21","LALO",0,NA,NA,101,"N","","M","A",1,""
"1521","TELL","T1","T15",23,2021,"25-May-21","LALO",0,NA,NA,101,"N","","M","AV",1,""
"1522","TELL","T1","T15",23,2021,"25-May-21","SAVS",0,NA,NA,101,"N","","U","A",1,""
"1523","TELL","T1","T15",23,2021,"25-May-21","LALO",1,NA,NA,101,"N","","U","A",1,""
"1524","TELL","T1","T15",23,2021,"25-May-21","WISN",2,165,300,NA,"N","","U","A",1,""
"1525","TELL","T1","T15",23,2021,"25-May-21","WESA",2,NA,NA,201,"N","","U","A",1,""
"1526","TELL","T1","T15",23,2021,"25-May-21","WESA",3,NA,NA,1,"N","","U","AV",1,""
"1527","TELL","T1","T15",23,2021,"25-May-21","PGPL",4,NA,NA,NA,"Y","Y","U","AV",1,"FLYING OVER DISPLAYING BUT NEVER LANDED"
"1528","TELL","T1","T15",23,2021,"25-May-21","PGPL",4,NA,NA,NA,"Y","Y","U","AV",1,"FLYING DISPLAY FURTHER AWAY, CALLING BACK AND FORTH WITH THE BIRD ENTERED ABOVE"
"1529","TELL","T1","T15",23,2021,"25-May-21","LALO",7,NA,NA,201,"N","","U","AV",1,""
"1530","TELL","T1","T15",23,2021,"25-May-21","SAVS",7,NA,NA,1,"N","","U","A",1,""
"1531","TELL","T1","T15",23,2021,"25-May-21","LALO",8,NA,NA,201,"N","","U","V",1,""
"1532","TELL","T1","T15",23,2021,"25-May-21","SHORE",8,NA,NA,NA,"Y","","U","V",1,""
"1533","TELL","T1","T15",23,2021,"25-May-21","GCSP",9,NA,NA,201,"N","","U","A",1,""
"1534","TELL","T1","T15",26,2021,"25-May-21","SAVS",0,NA,NA,1,"N","","U","A",1,""
"1535","TELL","T1","T15",26,2021,"25-May-21","SAVS",0,NA,NA,101,"N","","U","A",1,""
"1536","TELL","T1","T15",26,2021,"25-May-21","LALO",0,NA,NA,101,"N","","U","A",1,""
"1537","TELL","T1","T15",26,2021,"25-May-21","WESA",0,NA,NA,101,"N","","U","A",2,""
"1538","TELL","T1","T15",26,2021,"25-May-21","LALO",1,NA,NA,1,"N","","U","A",1,""
"1539","TELL","T1","T15",26,2021,"25-May-21","LALO",1,NA,NA,1,"N","","U","A",1,""
"1540","TELL","T1","T15",26,2021,"25-May-21","WISN",2,52,250,NA,"N","","U","A",1,""
"1541","TELL","T1","T15",26,2021,"25-May-21","LTJA",2,81,123,NA,"N","","U","V",1,""
"1542","TELL","T1","T15",26,2021,"25-May-21","PGPL",4,NA,NA,NA,"Y","Y","U","AV",1,"CALLING/DISPLAYING NEVER LANDED"
"1543","TELL","T1","T15",26,2021,"25-May-21","PGPL",5,NA,NA,NA,"Y","Y","U","AV",1,"CALLING/DISPLAYING NEVER LANDED"
"1544","TELL","T1","T15",26,2021,"25-May-21","PGPL",6,NA,NA,NA,"Y","Y","U","AV",1,"CALLING/DISPLAYING NEVER LANDED"
"1545","TELL","T1","T15",24,2021,"25-May-21","BTGO",0,260,218,NA,"N","","U","AV",1,""
"1546","TELL","T1","T15",24,2021,"25-May-21","SHORE",1,NA,NA,NA,"Y","","U","AV",1,"UNKNOWN SHOREBIRD"
"1547","TELL","T1","T15",24,2021,"25-May-21","LALO",2,NA,NA,1,"N","","U","A",1,""
"1548","TELL","T1","T15",24,2021,"25-May-21","SAVS",2,NA,NA,101,"N","","U","A",1,""
"1549","TELL","T1","T15",24,2021,"25-May-21","LALO",2,NA,NA,101,"N","","U","A",1,""
"1550","TELL","T1","T15",24,2021,"25-May-21","GOPL",3,NA,NA,NA,"Y","Y","U","A",1,"DISPLAYING/CALLING NEVER LANDED POTENTIALLY FROM LAST SURVEY?"
"1551","TELL","T1","T15",24,2021,"25-May-21","LALO",5,NA,NA,101,"N","","F","V",1,""
"1552","TELL","T1","T15",24,2021,"25-May-21","WESA",7,NA,NA,101,"N","","U","A",1,""
"1553","TELL","T1","T15",24,2021,"25-May-21","PTARM",8,29,350,NA,"N","","U","V",1,"ROPT OR WIPT? MOSTLY WHITE BUT CAN'T CLEARLY SEE HEAD"
"1554","TELL","T1","T15",24,2021,"25-May-21","WISN",9,NA,NA,NA,"Y","Y","U","A",1,"WINNOWING/DISPLAYING"
"1555","TELL","T1","T15",27,2021,"25-May-21","WIPT",0,29,300,NA,"N","","M","A",1,""
"1556","TELL","T1","T15",27,2021,"25-May-21","GCSP",0,NA,NA,201,"N","","U","A",1,""
"1557","TELL","T1","T15",27,2021,"25-May-21","CORE",0,NA,NA,NA,"Y","","U","A",1,""
"1558","TELL","T1","T15",27,2021,"25-May-21","FOSP",0,NA,NA,201,"N","","U","A",1,""
"1559","TELL","T1","T15",27,2021,"25-May-21","SAVS",0,NA,NA,1,"N","","U","AV",1,""
"1560","TELL","T1","T15",27,2021,"25-May-21","LTJA",1,165,164,NA,"N","","U","V",1,"SITTING ON GROUND"
"1561","TELL","T1","T15",27,2021,"25-May-21","BTGO",2,161,300,NA,"N","","U","A",1,"SAW 2 WHILE WALKING TO POINT"
"1562","TELL","T1","T15",27,2021,"25-May-21","SAVS",2,NA,NA,101,"N","","U","A",1,""
"1563","TELL","T1","T15",27,2021,"25-May-21","LTJA",3,236,115,NA,"N","","U","V",1,"SITTING ON GROUND/SNOW"
"1564","TELL","T1","T15",27,2021,"25-May-21","ROPT",3,261,110,NA,"N","","U","V",1,""
"1565","TELL","T1","T15",27,2021,"25-May-21","WIPT",5,262,400,NA,"N","","M","AV",1,""
"1566","TELL","T1","T15",27,2021,"25-May-21","WIPT",6,294,250,NA,"N","","M","AV",1,"FLEW DOWNHILL, LANDED, CHASED ANOTHER WIPT MALE THEN FLEW UPHILL 450 M"
"1567","TELL","T1","T15",27,2021,"25-May-21","WIPT",6,274,450,NA,"N","","M","AV",1,""
"1568","TELL","T1","T15",27,2021,"25-May-21","NOPI",8,NA,NA,NA,"Y","","U","V",1,""
"1569","TELL","T1","T15",27,2021,"25-May-21","SAVS",9,NA,NA,101,"N","","U","A",1,""
"1570","TELL","T1","T15",27,2021,"25-May-21","SONG",9,NA,NA,101,"N","","U","V",2,""
"1571","TELL","T1","T15",25,2021,"25-May-21","SAVS",0,NA,NA,1,"N","","U","AV",1,""
"1572","TELL","T1","T15",25,2021,"25-May-21","SAVS",0,NA,NA,1,"N","","U","AV",1,""
"1573","TELL","T1","T15",25,2021,"25-May-21","GCSP",0,NA,NA,1,"N","","U","A",1,""
"1574","TELL","T1","T15",25,2021,"25-May-21","WIPT",1,312,320,NA,"N","","M","V",1,""
"1575","TELL","T1","T15",25,2021,"25-May-21","SAVS",2,NA,NA,1,"N","","U","A",1,""
"1576","TELL","T1","T15",25,2021,"25-May-21","SAVS",3,NA,NA,101,"N","","U","AV",1,""
"1577","TELL","T1","T15",25,2021,"25-May-21","SHORE",4,NA,NA,201,"Y","","U","V",4,""
"1578","TELL","T1","T15",25,2021,"25-May-21","SONG",5,NA,NA,201,"N","","U","V",3,""
"1579","TELL","T1","T15",25,2021,"25-May-21","WIPT",5,204,310,NA,"N","","M","V",1,""
"1580","TELL","T1","T15",25,2021,"25-May-21","JAEG",5,212,281,NA,"N","","U","V",1,"LTJA?"
"1581","TELL","T1","T15",25,2021,"25-May-21","JAEG",7,227,200,NA,"N","","U","V",1,"LTJA?"
"1582","TELL","T1","T15",25,2021,"25-May-21","SONG",9,NA,NA,NA,"Y","","U","V",4,""
"1583","TELL","T1","T15",25,2021,"25-May-21","WIPT",9,277,300,NA,"N","","M","V",1,""
"1584","TELL","T1","T15",22,2021,"25-May-21","SAVS",0,NA,NA,101,"N","","U","AV",1,""
"1585","TELL","T1","T15",22,2021,"25-May-21","SAVS",0,NA,NA,101,"N","","U","A",1,""
"1586","TELL","T1","T15",22,2021,"25-May-21","FOSP",0,NA,NA,101,"N","","U","A",1,""
"1587","TELL","T1","T15",22,2021,"25-May-21","SAVS",0,NA,NA,101,"N","","U","A",1,""
"1588","TELL","T1","T15",22,2021,"25-May-21","LALO",0,NA,NA,101,"N","","U","A",1,""
"1589","TELL","T1","T15",22,2021,"25-May-21","GCSP",1,NA,NA,101,"N","","U","A",1,""
"1590","TELL","T1","T15",22,2021,"25-May-21","AGPL",1,NA,NA,NA,"Y","Y","U","AV",2,"WHITE DIDN'T EXTEND FAR DOWN"
"1591","TELL","T1","T15",22,2021,"25-May-21","PGPL",1,194,190,NA,"N","","U","AV",1,"CHICK-UH-REE FLY CALL, SAW FLYING THEN LANDED"
"1592","TELL","T1","T15",22,2021,"25-May-21","LTJA",2,244,220,NA,"N","","U","AV",2,""
"1593","TELL","T1","T15",22,2021,"25-May-21","LTJA",2,58,200,NA,"N","","U","V",3,""
"1594","TELL","T1","T15",22,2021,"25-May-21","BTGO",2,59,200,NA,"N","","U","AV",1,""
"1595","TELL","T1","T15",22,2021,"25-May-21","WIPT",3,75,200,NA,"N","","M","AV",1,""
"1596","TELL","T1","T15",22,2021,"25-May-21","WISN",6,NA,NA,NA,"Y","Y","U","A",1,"WINNOWING/DISPLAYING"
"1597","TELL","T1","T15",22,2021,"25-May-21","PGPL",9,NA,NA,NA,"Y","Y","U","A",1,"CHICK-UH-REE DISPLAYING"
"1598","TELL","T1","T15",18,2021,"25-May-21","GCSP",0,NA,NA,101,"N","","U","A",1,""
