"","ROAD_ID","UNIT_ID","TRANSECT_ID","POINT_ID","PRIM_OBS","SEC_OBS","SURVEY_DATE","START_TIME","TEMP_F","TEMP_C","SKY","WIND","WIND_DIRECTION","HEARING","NOISE_DISTANCE_m","NOISE_DIRECTION","WAYPOINT","GPS_NAME","UTM1","UTM2","ELEVATION","pct_BG","pct_T","pct_LS","pct_TS","NOTES"
"151","KOUG","K2","T22",20,"MG","KW","23-May-21","5:00",37,NA,"2",3,"E",0,NA,NA,151,3,512731,7222970,NA,"0","100","0","0","FOG HIGH UP"
"152","KOUG","K2","T22",13,"MG","KW","23-May-21","6:03",36,NA,"2",2,"SE",1,100,"SSE",152,3,512674,7221767,NA,"0","80","20","0","NEARLY FREEZING FOG - MISTING A BIT; FOG HIGH UP"
"153","KOUG","K2","T22",9,"MG","KW","23-May-21","6:35",39,NA,"2",5,"SSE",0,NA,NA,153,3,513177,7221138,NA,"0","100","0","0",""
"154","KOUG","K2","T22",6,"MG","KW","23-May-21","7:06",34,NA,"2",3,"SSE",0,NA,NA,154,3,513677,7220500,NA,"0","100","0","0",""
"155","KOUG","K2","T22",4,"MG","KW","23-May-21","7:38",36,NA,"2",1,"SE",0,NA,NA,155,3,513113,7219934,NA,"0","90","10","0",""
"156","KOUG","K2","T22",2,"MG","KW","23-May-21","8:07",37,NA,"2",2,"SE",0,NA,NA,156,3,513617,7219307,NA,"0","100","0","0",""
"157","KOUG","K2","T22",1,"MG","KW","23-May-21","8:42",38,NA,"2",3,"SE",0,NA,NA,157,3,514681,7219232,NA,"0","70","20","10",""
"158","KOUG","K2","T22",3,"MG","KW","23-May-21","9:12",37,NA,"2",2,"SE",0,NA,NA,158,3,514176,7219866,NA,"0","70","15","15",""
"159","TELL","T1","T15",23,"KW","MG","25-May-21","4:40",39,NA,"0",5,"E",0,NA,NA,159,3,438679,7222527,NA,"0","100","0","0",""
"160","TELL","T1","T15",26,"KW","MG","25-May-21","5:10",40,NA,"0",6,"E",0,NA,NA,160,3,438186,7223162,NA,"0","100","0","0",""
"161","TELL","T1","T15",24,"KW","MG","25-May-21","5:37",39,NA,"0",5,"E",0,NA,NA,161,3,437618,7222599,NA,"0","100","0","0",""
"162","TELL","T1","T15",27,"KW","MG","25-May-21","6:09",42,NA,"0",2,"E",0,NA,NA,162,3,437127,7223239,NA,"0","100","0","0",""
"163","TELL","T1","T15",25,"KW","MG","25-May-21","6:42",40,NA,"0",0,NA,2,15,"S",163,3,436558,7222675,NA,"0","100","0","0","NOISE: CREEK"
"164","TELL","T1","T15",22,"KW","MG","25-May-21","7:11",44,NA,"0",3,"SE",0,NA,NA,164,3,435991,7222110,NA,"0","90","10","0",""
"165","TELL","T1","T15",18,"KW","MG","25-May-21","7:39",42,NA,"0",0,NA,0,NA,NA,165,3,436488,7221475,NA,"0","100","0","0",""
"166","TELL","T1","T15",14,"KW","MG","25-May-21","8:09",48,NA,"0",1,"E",1,120,"W",166,3,436980,7220838,NA,"0","50","50","0","CHILLY WITH THE BREEZE"
"167","TELL","T1","T15",17,"KW","MG","25-May-21","8:42",49,NA,"0",13,"E",2,NA,NA,167,3,437546,7221395,NA,"0","100","0","0","NOISE: WIND"
"168","TELL","T1","T15",13,"KW","MG","25-May-21","9:11",50,NA,"0",7,"E",2,15,"E",168,3,438037,7220762,NA,"0","80","20","0","NOISE: CREEK"
"169","TELL","T1","T15",16,"KW","MG","25-May-21","9:41",50,NA,"0",7,"E",1,NA,NA,169,3,438608,7221321,NA,"0","100","0","0","MOOSE LAYING DOWN 173 M FROM US TAKING A SUNNY LITTLE NIP-NAP, DIDN'T SEEM BOTHERED BY US AND JUST WATCHED US SURVEY AND CONTINUED LAYING DOWN; NOISE: WIND"
"170","TELL","T1","T15",12,"KW","MG","25-May-21","10:10",54,NA,"0",7,"E",1,NA,NA,170,3,439102,7220688,NA,"0","100","0","0","NOISE: WIND"
"171","TELL","T1","T15",15,"KW","MG","25-May-21","10:39",56,NA,"0",10,"E",1,NA,NA,171,3,439666,7221247,NA,"0","90","10","0","NOISE: WIND"
"172","TELL","T1","T15",19,"KW","MG","25-May-21","11:10",59,NA,"0",10,"E",1,NA,NA,172,3,439174,7221882,NA,"0","100","0","0","NOISE: WIND; BIRD ACTIVITY DYING DOWN AROUND 10AM"
"173","TELL","T2","T21",16,"MG","KW","26-May-21","4:31",43,NA,"0",9,"ESE",2,NA,NA,173,3,441438,7215099,NA,"0","100","0","0","NOISE: WIND; REINDEER ONTOP OF HILL"
"174","TELL","T2","T21",20,"MG","KW","26-May-21","5:00",41,NA,"1",3,"NE",1,NA,NA,174,3,440940,7215738,NA,"0","100","0","0","NOISE: WIND"
"175","TELL","T2","T21",23,"MG","KW","26-May-21","5:33",42,NA,"0",6,"SE",1,NA,NA,175,3,440444,7216377,NA,"0","100","0","0","NOISE: WIND"
"176","TELL","T2","T21",21,"MG","KW","26-May-21","6:00",43,NA,"0",10,"E",3,NA,NA,176,3,439880,7215812,NA,"0","100","0","0","NOISE: WIND"
"177","TELL","T2","T21",24,"MG","KW","26-May-21","6:26",44,NA,"0",6,"NE",2,NA,NA,177,3,439383,7216448,NA,"0","100","0","0","NOISE: WIND"
"178","TELL","T2","T21",22,"MG","KW","26-May-21","6:59",47,NA,"0",6,"ENE",1,NA,NA,178,3,438818,7215886,NA,"0","100","0","0","NOISE: WIND"
"179","TELL","T2","T21",18,"MG","KW","26-May-21","7:30",47,NA,"0",6,"ESE",1,NA,NA,179,3,439313,7215253,NA,"0","100","0","0","NOISE: WIND"
"180","TELL","T2","T21",14,"MG","KW","26-May-21","8:05",48,NA,"0",0,NA,0,NA,NA,180,3,439808,7214613,NA,"0","100","0","0","SOME SNOW"
"181","TELL","T2","T21",10,"MG","KW","26-May-21","8:37",48,NA,"0",8,"E",2,NA,NA,181,3,440303,7213978,NA,"0","100","0","0","NOISE: WIND"
"182","TELL","T2","T21",7,"MG","KW","26-May-21","9:13",51,NA,"0",7,"E",1,NA,NA,182,3,440799,7213342,NA,"0","90","10","0","NOISE: WIND; WIPT CARCASS NEXT TO BUSHES - WHO GOT IT"
"183","TELL","T2","T21",9,"MG","KW","26-May-21","9:49",53,NA,"0",9,"E",2,NA,NA,183,3,441366,7213902,NA,"30","70","0","0","2 ROPT ON WAY TO POINT - DIDN'T GET DURING SURVEY; ROCKY BARE GROUND; NOISE: WIND"
"184","TELL","T2","T21",12,"MG","KW","26-May-21","10:15",53,NA,"0",7,"E",2,NA,NA,184,3,441932,7214462,NA,"0","100","0","0","NOISE: WIND"
"185","TELL","T4","T21",12,"KW","MG","28-May-21","4:52",39,NA,"0",1,"NE",0,NA,NA,185,3,464995,7178656,NA,"20","55","10","15","ROCKY HILLTOP"
"186","TELL","T4","T21",9,"KW","MG","28-May-21","5:24",41,NA,"0",3,"NE",0,NA,NA,186,3,465497,7178020,NA,"0","0","80","20",""
"187","TELL","T4","T21",11,"KW","MG","28-May-21","5:55",42,NA,"0",2,"NE",0,NA,NA,187,3,466059,7178584,NA,"0","20","60","20","LOTS OF SHRUB"
"188","TELL","T4","T21",14,"KW","MG","28-May-21","6:30",44,NA,"0",8,"NE",2,NA,NA,188,3,465566,7179210,NA,"0","70","30","0","NOISE: WIND"
"189","TELL","T4","T21",16,"KW","MG","28-May-21","6:59",42,NA,"0",5,"NE",1,NA,NA,189,3,466128,7179775,NA,"0","50","50","0","NOISE: WIND"
"190","TELL","T4","T21",19,"KW","MG","28-May-21","7:34",47,NA,"0",11,"NE",3,NA,NA,190,3,465630,7180405,NA,"15","70","15","0","NOISE: WIND"
"191","TELL","T4","T21",22,"KW","MG","28-May-21","8:06",45,NA,"0",11,"NE",3,NA,NA,191,3,465130,7181040,NA,"20","70","10","0","NOISE: WIND"
"192","TELL","T4","T21",24,"KW","MG","28-May-21","8:36",46,NA,"0",9,"NE",3,NA,NA,192,3,464632,7181675,NA,"0","70","30","0","NOISE: WIND"
"193","TELL","T4","T21",23,"KW","MG","28-May-21","9:04",51,NA,"0",10,"NE",3,NA,NA,193,3,464061,7181113,NA,"0","90","10","0","NOISE: WIND, GUSTS TO 13MPH"
"194","TELL","T4","T21",21,"KW","MG","28-May-21","9:42",53,NA,"0",8,"NE",3,NA,NA,194,3,463496,7180551,NA,"0","70","30","0","NOISE: WIND"
"195","TELL","T4","T21",18,"KW","MG","28-May-21","10:23",56,NA,"0",5,"NE",1,NA,NA,195,3,463995,7179923,NA,"0","20","80","0","NOISE: WIND"
"196","TELL","T4","T21",15,"KW","MG","28-May-21","10:54",56,NA,"0",5,"NE",1,NA,NA,196,3,464495,7179287,NA,"50","50","0","0","NOISE: WIND, GUSTING; TOP OF HILL"
"197","KOUG","K5","T27",2,"MG","KW","29-May-21","4:40",42,NA,"0",7,"NE",1,NA,NA,197,3,478428,7169373,NA,"0","25","50","25","NOISE: WIND"
"198","KOUG","K5","T27",3,"MG","KW","29-May-21","5:06",41,NA,"0",7,"NNE",2,NA,NA,198,3,478986,7169937,NA,"0","40","60","0","NOISE: WIND, GUSTING 7+"
"199","KOUG","K5","T27",6,"MG","KW","29-May-21","5:36",39,NA,"0",3,"NNE",0,NA,NA,199,3,479556,7170499,NA,"0","100","0","0",""
"200","KOUG","K5","T27",9,"MG","KW","29-May-21","6:06",45,NA,"0",0,NA,0,NA,NA,200,3,480129,7171059,NA,"0","100","0","0",""
"201","KOUG","K5","T27",5,"MG","KW","29-May-21","6:41",42,NA,"0",9,"NNE",2,NA,NA,201,3,480641,7170432,NA,"20","70","0","10","NOISE: WIND"
"202","KOUG","K5","T27",8,"MG","KW","29-May-21","7:18",41,NA,"0",8,"ENE",1,NA,NA,202,3,481189,7170989,NA,"0","50","25","25","NOISE: WIND AND GUSTING"
"203","KOUG","K5","T27",12,"MG","KW","29-May-21","7:52",43,NA,"0",14,"E",3,NA,NA,203,3,481757,7171549,NA,"0","90","10","0","NOISE: WIND GUSTING 15-16MPH"
"204","KOUG","K5","T27",15,"MG","KW","29-May-21","8:20",47,NA,"0",4,"E",1,NA,NA,204,3,481255,7172181,NA,"0","60","20","20","NOISE: WIND"
"205","KOUG","K5","T27",17,"MG","KW","29-May-21","9:05",46,NA,"0",4,"NE",0,NA,NA,205,3,481822,7172751,NA,"0","100","0","0","NOISE: WIND"
"206","KOUG","K5","T27",13,"MG","KW","29-May-21","9:57",50,NA,"0",6,"NE",0,NA,NA,206,3,480695,7171619,NA,"0","20","0","80",""
"207","COUN","C2","T12",1,"KW","MG","30-May-21","4:32",40,NA,"1",3,"ENE",0,NA,NA,207,3,540444,7176806,NA,"0","70","30","0",""
"208","COUN","C2","T12",2,"KW","MG","30-May-21","5:10",37,NA,"1",13,"E",3,NA,NA,208,3,541002,7177378,NA,"0","90","10","0","NOISE: WIND, GUSTING 15+"
"209","COUN","C2","T12",3,"KW","MG","30-May-21","5:42",40,NA,"0",3,"E",1,70,"N",209,3,541560,7177939,NA,"0","90","0","10","NOISE: WIND GUSTS AND CREEK"
"210","COUN","C2","T12",6,"KW","MG","30-May-21","6:17",41,NA,"0",7,"NE",1,107,"E",210,3,541060,7178565,NA,"0","90","0","10","NOISE: WIND GUSTING 10MPH AND CREEK"
"211","COUN","C2","T12",8,"KW","MG","30-May-21","6:51",42,NA,"0",10,"ENE",2,15,"N",211,3,541621,7179118,NA,"0","55","30","15","NOISE: WIND, CREEK"
"212","COUN","C2","T12",18,"KW","MG","30-May-21","8:35",41,NA,"0",15,"ENE",3,NA,NA,212,3,543304,7180824,NA,"0","90","10","0","NOISE: WIND, GUSTS UP TO 21MPH"
"213","COUN","C2","T12",14,"KW","MG","30-May-21","9:08",45,NA,"0",14,"ENE",3,NA,NA,213,3,543816,7180197,NA,"0","65","35","0","NOISE: WIND GUSTS UP TO 15+"
"214","COUN","C2","T12",10,"KW","MG","30-May-21","9:36",46,NA,"0",10,"ENE",3,NA,NA,214,3,543252,7179634,NA,"0","20","80","0","NOISE: WIND GUSTS UP TO 16+"
"215","COUN","C4","T16",17,"MG","KW","31-May-21","4:23",38,NA,"0",1,"NE",0,NA,NA,215,3,523140,7162926,NA,"0","50","50","0","CROSSED ICY CREEK IN OUR BARE BOTTOMS! DEATH MARCH NOT DEADLY"
"216","COUN","C4","T16",21,"MG","KW","31-May-21","4:54",41,NA,"0",3,"NE",0,NA,NA,216,3,522655,7163550,NA,"0","100","0","0",""
"217","COUN","C4","T16",18,"MG","KW","31-May-21","5:21",42,NA,"0",4,"NE",0,NA,NA,217,3,522092,7162990,NA,"0","90","10","0",""
"218","COUN","C4","T16",22,"MG","KW","31-May-21","5:47",46,NA,"0",4,"NE",0,NA,NA,218,3,521587,7163616,NA,"0","90","10","0",""
"219","COUN","C4","T16",19,"MG","KW","31-May-21","6:18",48,NA,"0",3,"NE",0,NA,NA,219,3,521021,7163056,NA,"0","100","0","0",""
"220","COUN","C4","T16",15,"MG","KW","31-May-21","6:44",55,NA,"0",4,"NE",0,NA,NA,220,3,520459,7162493,NA,"0","100","0","0",""
"221","COUN","C4","T16",10,"MG","KW","31-May-21","7:14",50,NA,"0",4,"E",0,NA,NA,221,3,520962,7161864,NA,"0","100","0","0",""
"222","COUN","C4","T16",5,"MG","KW","31-May-21","7:44",51,NA,"0",5,"E",0,NA,NA,222,3,521468,7161236,NA,"0","100","0","0",""
"223","COUN","C4","T16",9,"MG","KW","31-May-21","8:13",56,NA,"0",5,"E",0,NA,NA,223,3,522034,7161795,NA,"0","100","0","0","IN DRAINAGE - LONG-DISTANCE VISIBILITY LIMITED"
"224","COUN","C4","T16",13,"MG","KW","31-May-21","8:41",60,NA,"0",5,"E",0,NA,NA,224,3,522598,7162359,NA,"0","70","0","30","IN DRAINAGE - LONG-DISTANCE VISIBILITY LIMITED; RED FOX ACROSS THE CREEK"
"225","TELL","T4","T16",1,"KW","MG","2-Jun-21","4:24",30,NA,"2",13,"N",3,NA,NA,225,3,466192,7180970,NA,"40","30","30","0","NOISE: WIND GUSTING 16+"
"226","TELL","T4","T16",7,"KW","MG","2-Jun-21","5:20",33,NA,"2",6,"N",3,NA,NA,226,3,466263,7182163,214,"0","10","90","0","NOISE: WIND GUSTING UP TO 10+"
"227","TELL","T4","T16",12,"KW","MG","2-Jun-21","5:54",36,NA,"2",5,"NE",1,NA,NA,227,3,465761,7182799,260,"0","30","70","0","NOISE: WIND, BUT MOSTLY PROTECTED BY SHRUBS"
"228","TELL","T4","T16",17,"KW","MG","2-Jun-21","6:32",33,NA,"2",8,"N",3,NA,NA,228,3,465264,7186429,239,"0","50","50","0","NOISE: WIND, GUSTS 10MPH"
"229","TELL","T4","T16",13,"KW","MG","2-Jun-21","7:04",36,NA,"2",7,"N",2,NA,NA,229,3,464698,7182868,236,"20","30","30","10","NOISE: WIND"
"230","TELL","T4","T16",18,"KW","MG","2-Jun-21","7:34",36,NA,"2",6,"N",2,15,"E",230,3,464197,7183502,188,"10","40","30","20","NOISE: WIND AND CREEK, GUSTING 13MPH, IN RIPARIAN AREA SO VISIBILITY REDUCED, WINDS GETTING STRONGER TOWARDS END OF SURVEY PERIOD"
"231","TELL","T4","T16",14,"KW","MG","2-Jun-21","8:06",38,NA,"2",10,"N",3,NA,NA,231,3,463630,7182936,153,"0","50","20","30","NOISE: WIND GUSTING 15MPH"
"232","TELL","T4","T16",10,"KW","MG","2-Jun-21","8:37",37,NA,"2",8,"N",2,NA,NA,232,3,463061,7182379,128,"0","50","30","20","NOISE: WIND GUSTING 11+"
"233","TELL","T4","T16",5,"KW","MG","2-Jun-21","9:07",38,NA,"2",10,"N",2,NA,NA,233,3,463561,7181748,209,"0","50","50","0","NOISE: WIND"
"234","TELL","T4","T16",9,"KW","MG","2-Jun-21","9:39",40,NA,"2",6,"N",1,NA,NA,234,3,464128,7182305,217,"0","30","40","30","NOISE: WIND GUSTING TO 10MPH"
"235","TELL","T4","T16",4,"KW","MG","2-Jun-21","10:27",42,NA,"2",9,"N",3,NA,NA,235,3,465695,7181604,285,"20","60","20","0","NOISE: WIND GUSTING UP TO 12+ VERY FREQUENTLY; LOTS OF ROCKY RIDGE TOPS IN AREA"
"236","KOUG","K1","T28",26,"MG","KW","3-Jun-21","4:26",42,NA,"2",0,NA,0,NA,NA,236,3,514292,7243982,92,"0","70","30","0",""
"237","KOUG","K1","T28",21,"MG","KW","3-Jun-21","5:04",34,NA,"2",4,"W",0,NA,NA,237,3,514791,7243347,101,"0","90","10","0","BIG TUSSOCK TUNDRA"
"238","KOUG","K1","T28",17,"MG","KW","3-Jun-21","5:36",33,NA,"2",5,"W",0,NA,NA,238,3,515290,7242714,96,"0","90","10","0","GETTING WAAAY COLDER, LIGHT SNOW (BARELY); BIG TUSSOCK TUNDRA"
"239","KOUG","K1","T28",14,"MG","KW","3-Jun-21","6:12",34,NA,"2",6,"SW",0,NA,NA,239,3,514733,7242143,138,"0","100","0","0","DUCK IN TUSSOCKS ON WAY TO POINT; BIG TUSSOCK TUNDRA"
"240","KOUG","K1","T28",11,"MG","KW","3-Jun-21","6:43",34,NA,"2",5,"SW",0,NA,NA,240,3,514173,7241578,160,"0","80","20","0","FLUSHED 1 WIPT ON WAY TO POINT; BIG TUSSOCK TUNDRA"
"241","KOUG","K1","T28",8,"MG","KW","3-Jun-21","7:20",32,NA,"2",6,"SW",0,NA,NA,241,3,513619,7241007,165,"0","90","10","0","FLUSHED 1 WIPT ON WAY TO POINT; BIG TUSSOCKS"
"242","KOUG","K1","T28",5,"MG","KW","3-Jun-21","7:51",36,NA,"2",5,"SW",0,NA,NA,242,3,513060,7240439,164,"0","100","0","0","BIG TUSSOCK TUNDRA"
"243","KOUG","K1","T28",2,"MG","KW","3-Jun-21","8:21",37,NA,"2",2,"SW",0,NA,NA,243,3,512498,7239874,174,"0","60","0","40","BIG TUSSOCK TUNDRA"
"244","KOUG","K1","T28",6,"MG","KW","3-Jun-21","8:48",37,NA,"2",5,"SW",0,NA,NA,244,3,511997,7240508,140,"0","80","20","0","BIG TUSSOCK TUNDRA"
"245","KOUG","K1","T28",3,"MG","KW","3-Jun-21","9:18",37,NA,"2",4,"SW",0,NA,NA,245,3,511441,7239943,184,"0","90","10","0","BIG TUSSOCK TUNDRA"
"246","KOUG","K2","T7",7,"MG","KW","4-Jun-21","4:02",34,NA,"1",0,NA,0,NA,NA,246,3,508223,7228684,62,"0","30","40","30",""
"247","KOUG","K2","T7",12,"MG","KW","4-Jun-21","4:42",36,NA,"1",2,"SSW",0,NA,NA,247,3,508780,7229252,33,"0","80","20","0",""
"248","KOUG","K2","T7",6,"MG","KW","4-Jun-21","5:20",32,NA,"1",4,"SE",0,NA,NA,248,3,509280,7228613,36,"0","70","30","0",""
"249","KOUG","K2","T7",2,"MG","KW","4-Jun-21","5:49",35,NA,"1",0,NA,0,NA,NA,249,3,509786,7227979,46,"0","10","90","0",""
"250","KOUG","K2","T7",5,"MG","KW","4-Jun-21","6:24",35,NA,"1",1,"SE",0,NA,NA,250,3,510348,7228549,71,"0","40","40","20",""
"251","KOUG","K2","T7",10,"MG","KW","4-Jun-21","6:57",36,NA,"1",0,NA,0,NA,NA,251,3,510906,7229113,106,"0","45","45","10",""
"252","KOUG","K2","T7",14,"MG","KW","4-Jun-21","7:25",43,NA,"2",0,NA,2,NA,NA,252,3,510404,7229748,40,"0","40","60","0","NOISE: GWFG CALLING VERY LOUDLY AND FLYING DIRECTLY OVERHEAD DURING ALMOST ENTIRE SURVEY"
"253","KOUG","K2","T7",11,"MG","KW","4-Jun-21","7:58",35,NA,"2",8,"ESE",2,NA,NA,253,3,509846,7229186,43,"0","40","60","0","NOISE: WIND GUSTING 10+, COLD; GWFG FROM LAST SURVEY STILL FLYING AROUND"
"254","KOUG","K2","T7",15,"MG","KW","4-Jun-21","8:35",41,NA,"2",9,"ESE",1,NA,NA,254,3,509342,7229817,26,"0","70","30","0","NOISE: WIND"
"255","KOUG","K2","T7",18,"MG","KW","4-Jun-21","9:05",38,NA,"2",8,"SE",1,NA,NA,255,3,508845,7230453,28,"0","80","20","0","NOISE: WIND; GWFG AND CANG FROM PREVIOUS SURVEYS STILL CALLING AND CIRCLING IN AREA "
"256","KOUG","K2","T7",16,"MG","KW","4-Jun-21","9:35",40,NA,"2",7,"ESE",1,NA,NA,256,3,508286,7229885,78,"0","90","10","0","NOISE: WIND"
"257","COUN","C1","T20",21,"KW","MG","7-Jun-21","4:50",36,NA,"2",2,"E",0,NA,NA,257,3,553430,7179616,203,"0","65","35","0",""
"258","COUN","C1","T20",17,"KW","MG","7-Jun-21","5:16",35,NA,"3,4",3,"E",0,NA,NA,258,3,553936,7178987,249,"0","85","10","5","VERY LIGHT SNOW/FREEZING FOG?"
"259","COUN","C1","T20",12,"KW","MG","7-Jun-21","5:43",34,NA,"3,4",5,"E",0,NA,NA,259,3,554448,7178360,305,"0","55","45","0","SNOWY DRIZZLE"
"260","COUN","C1","T20",7,"KW","MG","7-Jun-21","6:20",32,NA,"3,4",2,"E",0,NA,NA,260,3,554954,7177725,242,"0","10","20","70","SNOW DRIZZLE/FREEZING FOG"
"261","COUN","C1","T20",11,"KW","MG","7-Jun-21","6:50",32,NA,"2,4",3,"E",0,NA,NA,261,3,555512,7178290,321,"0","70","30","0","LIGHT SNOW"
"262","COUN","C1","T20",6,"KW","MG","7-Jun-21","7:18",32,NA,"3,4",6,"E",1,NA,NA,262,3,556019,7177662,274,"0","100","0","0","LIGHT SNOW, COLD COLD WIND"
"263","COUN","C1","T20",10,"KW","MG","7-Jun-21","7:50",32,NA,"3,4",5,"NE",1,NA,NA,263,3,556579,7178227,275,"0","15","85","0","LIGHT SNOW, NOISE: WIND"
"264","COUN","C1","T20",14,"KW","MG","7-Jun-21","8:16",32,NA,"3,4",5,"NE",0,NA,NA,264,3,557142,7178792,248,"0","65","25","10","LIGHT SNOW"
"265","COUN","C1","T20",18,"KW","MG","7-Jun-21","8:46",34,NA,"3,4",4,"NE",2,60,"ENE",265,3,556628,7179418,179,"0","40","60","0","LIGHT SNOW BUT STEADILY BECOMING HEAVIER; NOISE: CREEK"
"266","COUN","C1","T20",19,"KW","MG","7-Jun-21","9:22",33,NA,"3,4",5,"NW",1,NA,NA,266,3,555564,7179486,327,"0","50","50","0","REDUCED VISIBILITY DUE TO FOG AND INCREASED SNOWFALL"
"267","KOUG","K5","T17",12,"MG","KW","9-Jun-21","3:58",42,NA,"2,3",3,"N",0,NA,NA,267,3,484917,7190513,247,"0","60","40","0","CARIBOU HERD UPSLOPE; REDUCED VISIBILITY TO 200M"
"268","KOUG","K5","T17",9,"MG","KW","9-Jun-21","4:29",42,NA,"2,3",0,NA,0,NA,NA,268,3,484335,7189951,201,"0","30","10","60",""
"269","KOUG","K5","T17",13,"MG","KW","9-Jun-21","5:02",43,NA,"2,3",3,"S",1,300,"SW",269,3,483852,7190583,273,"30","70","0","0","SHRUBS FARTHER DOWN HILLSIDE"
"270","KOUG","K5","T17",16,"MG","KW","9-Jun-21","5:36",40,NA,"2,3",0,NA,1,30,"NW",270,3,483433,7191227,223,"0","20","20","60","83 METERS FROM POINT THAT WAS ACROSS CREEK WE COULDN'T CROSS; 2 WATA FLY BY BEFORE SURVEY"
"271","KOUG","K5","T17",18,"MG","KW","9-Jun-21","6:13",42,NA,"2,3",0,NA,0,NA,NA,271,3,483922,7191780,373,"40","60","0","0","AT FOG LINE, CLEAR BELOW, REDUCED VISIBILITY ABOVE"
"272","KOUG","K5","T17",21,"MG","KW","9-Jun-21","6:53",42,NA,"2",0,NA,2,10,"NW",272,3,483437,7192406,273,"0","20","10","70",""
"273","KOUG","K5","T17",24,"MG","KW","9-Jun-21","7:25",39,NA,"2",4,"NNE",1,NA,NA,273,3,483980,7192977,366,"0","90","10","0","TUNDRA COVERED IN SNOW"
"274","KOUG","K5","T17",25,"MG","KW","9-Jun-21","8:11",41,NA,"2",3,"ENE",0,NA,"N",274,3,484545,7193539,341,"0","90","0","10","TUNDRA COVERED IN SNOW"
"275","KOUG","K5","T17",23,"MG","KW","9-Jun-21","8:47",40,NA,"2,4",0,NA,1,1000,"NE",275,3,485046,7192911,401,"20","60","20","0","TUNDRA COVERED IN SNOW; SQUIR TRACKS IN SNOW ON WAY TO POINT"
"276","KOUG","K5","T17",17,"MG","KW","9-Jun-21","9:39",40,NA,"2",1,"NNE",0,NA,NA,276,3,484981,7191708,503,"50","50","0","0","TUNDRA COVERED IN SNOW; BARE GROUND IS ROCK"
"277","COUN","C1","T13",7,"KW","MG","10-Jun-21","4:12",44,NA,"2",0,NA,0,NA,NA,277,3,557404,7184762,83,"0","10","10","80",""
"278","COUN","C1","T13",10,"KW","MG","10-Jun-21","4:44",43,NA,"2",0,NA,1,300,"S",278,3,557962,7185332,70,"0","20","50","30","NOISE: CREEK"
"279","COUN","C1","T13",14,"KW","MG","10-Jun-21","5:21",41,NA,"2",0,NA,1,120,"S",279,3,558519,7185898,75,"0","0","80","20","NOISE: CREEK; VISIBILITY REDUCED DUE TO SHRUBS"
"280","COUN","C1","T13",19,"KW","MG","10-Jun-21","6:04",41,NA,"2",0,NA,0,NA,NA,280,3,559082,7186459,113,"0","0","0","100","EXTREMELY REDUCED VISIBILITY DUE TO TALL SHURBS"
"281","COUN","C1","T13",23,"KW","MG","10-Jun-21","6:50",38,NA,"2",0,NA,1,1000,"NW",281,3,559650,7187028,122,"0","5","15","80","NOISE: RIVER"
"282","COUN","C1","T13",18,"KW","MG","10-Jun-21","7:31",38,NA,"2",0,NA,0,NA,NA,282,3,560151,7186399,234,"0","50","10","40",""
"283","COUN","C1","T13",12,"MG","KW","10-Jun-21","8:02",42,NA,"2",0,NA,0,NA,NA,283,3,560652,7185769,201,"0","0","0","100","VISIBILITY REDUCED"
"284","COUN","C1","T13",8,"MG","KW","10-Jun-21","8:32",41,NA,"2",2,"SE",0,NA,NA,284,3,560099,7185205,284,"0","50","25","25",""
"285","COUN","C1","T13",5,"MG","KW","10-Jun-21","9:01",43,NA,"2",2,"SE",0,NA,NA,285,3,559539,7184635,292,"40","60","0","0","HILLTOP"
"286","COUN","C1","T13",3,"MG","KW","10-Jun-21","9:31",42,NA,"2",3,"S",0,NA,NA,286,3,558979,7184074,282,"0","70","20","10","TREES!!!!"
"287","COUN","C1","T13",6,"MG","KW","10-Jun-21","9:58",47,NA,"2",0,NA,0,NA,NA,287,3,558473,7184704,191,"0","0","0","100","VISIBILITY REDUCED"
"288","COUN","C1","T13",4,"MG","KW","10-Jun-21","10:51",58,NA,"2",1,"S",0,NA,NA,288,3,557911,7184136,120,"0","0","0","100","VISIBILITY REDUCED"
"289","TELL","T2","T2",31,"MG","KW","11-Jun-21","4:15",41,NA,"1",1,"E",0,NA,NA,289,3,447602,7211064,178,"0","100","0","0","RIVER FAR AWAY; WISN CALLING FROM GROUND AFTER SURVEY"
"290","TELL","T2","T2",36,"MG","KW","11-Jun-21","4:44",41,NA,"2",0,NA,1,1000,"N",290,3,448167,7211623,161,"0","30","70","0","NOISE: RIVER"
"291","TELL","T2","T2",30,"MG","KW","11-Jun-21","5:14",40,NA,"2",1,"SW",1,600,"N",291,3,448667,7210987,164,"0","60","40","0","NOISE: RIVER"
"292","TELL","T2","T2",25,"MG","KW","11-Jun-21","5:41",39,NA,"2",1,"W",1,350,"NE",292,3,449162,7210350,190,"0","80","20","0","NOISE: RIVER"
"293","TELL","T2","T2",19,"MG","KW","11-Jun-21","6:08",40,NA,"2",0,NA,1,250,"E",293,3,449658,7209712,174,"0","50","50","0","NOISE: RIVER"
"294","TELL","T2","T2",14,"MG","KW","11-Jun-21","6:37",41,NA,"2",4,"ESE",0,NA,NA,294,3,450153,7209082,185,"0","70","30","0",""
